"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"1",2.23612912430743,1.33605186285707,0.192337429025516,4.60907095729813,6.52636190012399,4.39459079847404,0.897785817509881,4.99581520479961,2.14431992741135,3.45030030306122,3.39804571199104,4.62325384163087,6.60656584389123,5.10380607743081,8.036339564301,7.81862093332004,6.47195199424991,6.3979770081894,6.85603268538627,8.22643264872834,7.92469824457064,4.40337056868291,4.10480756847191,5.99053610977298,4.11875982547018,6.65332673700185,7.64331339068926,2.46045872499469,2.85818216395301,5.00437163716884,7.16060318214507,10.8236954153509,0.453215935698639,0.0404700296538225,0.766427403859803,6.05345220522965,3.9375844896377,6.08265466526518,4.60865367448086,6.43484006171993,3.26089054249134,1.29047213406732,6.51510864076458,5.15943049175894,-0.538167591561207,9.7896242764728,9.75273360206949,4.97517024892442,8.53834076997309,-2.36119010843014,-3.08535146339234,0.663572634103556,5.20354721685507,6.91297037318383,8.03237788445277,2.08548558351055,2.29216451570923,3.44771312381593,12.0814851583526,3.75743314268007,5.6525448574161,6.12257894919424,2.68174182505795,4.42912638176031,2.31164790075477,9.21525982603196,2.39380688929444,2.50125815523696,7.12575396963763,4.79542097603484,6.70508862558826,1.13288828671392,1.47675936724555,4.78939657158748,1.0883845520435,5.91020304558291,5.79131340166908,5.29424593436179,6.44930162989196,5.08416586645412,7.39905505379666,4.09728529358437,8.34653268995273,0.354739897738774,7.32731125502747,5.61775094440059,6.50441338408435,12.5429724922909,5.87030618330372,7.31036491401293,5.91768204272334,2.05097522645873,8.98497552783106,7.09374699182576,4.89842225109397,14.0033184912235,4.52430403072502,1.86308679185828,1.55922447687351,6.2966286884679,5.9576674940558
"2",7.0910218955463,5.03320907263747,5.00451237929895,0.831590782834073,6.84630321832288,3.86675631087016,5.37728010426219,6.15784139005812,8.83507746779044,7.07997823584273,7.38713723118322,9.24466649034477,-0.170518951561109,7.85378429114565,7.32503346509351,6.40639264212228,8.40526906711036,3.52604457137405,0.359168517043188,7.7131863131987,2.92413311597301,8.89853814313373,6.96259278917074,2.25633602772818,0.00376438737237361,0.0688478753164752,3.25923570915478,0.641579848275166,6.327103254481,4.92967008859374,2.89669195945097,9.05341965710056,4.3896933780298,13.9489593660922,2.62405869657387,5.5082572323946,6.21355168385532,3.68599696146439,-0.362984788833354,8.2452598548261,1.79146321410534,7.25947581992593,8.09557313014696,6.84773962601676,3.31328646705857,1.53808902862887,7.31746933495663,-0.375257963654287,10.6461906980838,0.657429836145388,1.48632579691282,0.521600771801105,5.86548343435092,4.5708661627592,2.90412781663829,3.1882200180551,8.02953396138422,6.28739683994073,3.7522013379346,4.06969489692975,11.5597307973828,2.44461995584409,4.77622154367198,5.36409086311086,6.80429490029042,5.88085651726043,4.76209055294053,1.94452773522143,3.43640217728287,8.45312289204067,5.24790114568773,2.3978988904235,0.966657906749931,4.81292124663199,1.87044301179997,8.14042167874049,4.30382820463432,6.53808526328263,0.752017447045885,1.78462631828564,6.89801051608622,3.20396263306501,12.0980035717542,7.54887881214437,5.37212419490626,3.6096935198591,-1.27700080378872,7.67075808588599,8.1084142483156,4.82302031187812,1.2204570811668,-2.00550673474345,1.75484872423506,10.2305981094344,6.29402959137815,6.58337249249616,4.69146028029599,1.18603924673798,3.86869107498864,5.69909688379185,2.65907335689383
"3",-2.29462593848036,10.3914797595892,3.48290886163695,0.293796373508674,1.10751958750507,2.15056731422248,3.16599912277866,2.48391788423782,5.390169994241,2.28874581975866,5.06012089459353,8.08832586728175,3.74694167518182,-1.20077183967326,2.74273187295148,6.10423091846358,9.22127300346404,5.21100756157535,13.0278456089581,4.1100249863204,6.85886652732683,7.69513715155123,3.15268081808918,10.8296661336216,3.16610781499958,5.63467167082547,4.07198369459189,4.30366980836236,3.45398702008586,10.4779245992259,5.62118333339099,7.80178399867506,5.17901733958162,5.7418244113855,1.42198424694203,7.39968225741565,5.91064372947021,5.02657545897448,3.87182602174107,3.88778163934595,0.561329702259918,1.26746580593677,4.86457189000846,5.87455464659111,6.36672182481298,7.18182827076879,7.98518841832016,1.84537349504663,2.58489985026883,4.7123905586257,4.01105166265594,9.84641301088481,5.00351425371144,1.38419130264676,6.88733378366479,4.17639415208891,8.56649651817596,3.2040960740018,6.93867741678869,0.889225351948593,4.47671445385906,5.72411159905272,2.02015562443501,2.11996315639503,3.61547344680208,6.43134382109512,5.58855494780898,4.84523779895393,6.88325726424832,1.0737434063437,1.10455903268859,2.44429914472341,6.24796096579388,2.77785009530584,9.70648739715216,7.95474526789426,-1.67494776926257,3.95024384019692,5.87869592156919,9.120319510895,9.96564629064491,3.98879409782916,2.47619950028904,8.06446347230671,-1.52287181476797,4.93515548508674,3.73656256038119,5.16781445618904,6.53697114801448,4.46771564579562,3.04547677197912,1.6407717676038,4.32606002080288,3.1351094060511,0.87923431987705,4.80632342125883,5.79943687347471,6.21690599078068,2.66872125626792,13.3426190624602,5.62033316978222
"4",5.86802149593393,4.04216768828317,2.10733688627963,4.56260288942175,4.0777106158895,5.04179702225077,12.828088240542,6.93851638262797,10.359674519102,2.20988387356395,2.5003119362865,2.31622389989552,3.62509720956902,1.36575237922451,3.99739001544146,5.42820546800325,1.80667079435842,3.151077552629,3.83004465208463,2.75098374647979,0.306698124901644,4.05830492632606,9.97020178583668,3.976732764923,3.35095347107963,2.06090135778369,5.15402624136586,7.68136034283869,2.3819755848093,-1.27308144187889,8.34876064590157,0.750723626376423,10.7060366583739,2.17615050543364,7.32376114179228,6.6239075749879,5.81877795459454,10.579843191443,2.21869818064434,9.17582150614281,5.0385611887804,7.20049836748205,3.87314309450995,5.32101036026707,3.68824382000209,4.70913370800899,3.96207876256284,7.12025223900935,10.2085789048895,4.68214339389188,1.1918640268771,6.67271539886471,5.51311232605476,-1.4675793457118,7.31939755836888,4.94056846820372,8.83548690490605,0.950899577189025,9.14528679061086,-1.90036218249008,4.2569294182181,1.85808803749755,2.6907827679874,6.36969758561169,6.83781246122288,1.16131731437909,0.346096501191121,4.28803869461365,9.22754317250959,3.27496728093788,5.45442197918562,4.64663212928554,11.9909853955746,4.13679622654279,3.29444334891521,5.56501127395513,-0.418749956086331,6.34388273486847,1.32043479224503,3.07530096888646,0.350923897386542,3.36013523335001,3.97774824105543,2.5345116017988,4.2783644753646,3.96658053230951,5.39263267657718,4.21986138640387,12.361809584831,6.05498287441775,7.17296407554871,8.24816378677084,2.80805623420529,0.917439522103594,7.91253467073798,1.19089308948528,6.83102307835436,4.86004813481791,10.8969370999894,-0.684815093780842,7.74816968439499
"5",4.31429413183132,5.50718478092456,4.16578599034865,8.66792425677893,6.71328482546009,6.41468836418459,2.20231633394074,8.60378072743059,5.65394131882557,3.91887263870519,4.94370279699812,0.443640911649183,6.15694615684438,0.369359771631126,7.90769036367538,5.94363723364868,1.13011832531858,2.3646329421953,9.77794872242112,7.42320195534359,3.20119934505035,10.2628092007048,5.61879273071835,7.67866314469099,3.91915762854814,6.01846914535648,3.97285914043147,-1.82157905567456,0.468910483963242,3.73423178928805,-0.0486057052642215,-1.9467779197152,1.64470214944817,5.14536272243004,6.90611751538405,6.06458842108142,4.34088464027394,8.60146562002704,6.04255097728918,4.68463483555116,6.96929662531845,1.14677555005954,7.31345857505544,6.50174682213776,2.45543601325267,6.16172322561193,0.5996927169497,9.31649475950006,5.20643430497261,4.16615127756953,3.13923477949483,0.927744250646462,5.62979677922215,4.47295283722719,4.25350838067021,5.45129240169204,3.89823534179193,4.4132075447306,0.222366906216344,5.65705724907629,4.05852190219269,-0.356860433925704,8.59092381267216,5.95645708690724,1.86057829317117,5.68377443825768,1.04978211819459,4.10209119968599,4.86079978097914,5.74167730331416,2.93282984216528,6.12041287568723,4.13797560057693,1.66776267782882,8.13569670020588,1.62509447617341,1.19535734482959,9.05743120753803,6.64594490688176,4.34719546215438,3.82337565985223,2.52096920306627,-1.23135320916991,-2.19365020876448,7.66411824701797,9.90263971994496,4.92334146402313,3.85763077139236,4.50764292215684,4.0070456543966,7.26793111616183,2.08476674639002,0.617321364845242,1.21749852296529,3.0956994248725,5.00784993415296,9.62049775699017,2.29632610686714,4.07408132259225,0.865821596720248,5.15749173799116
"6",5.07149663772424,9.58317845865044,5.14975400840822,4.97899475116599,-1.81685315588558,5.45251022708967,2.78769492899812,4.58475290681581,2.42446947737639,3.85893932723941,-0.296728659152062,3.33075101655133,-0.810578119068106,4.26466638364833,7.82024653227373,6.38774531805164,4.21115570847467,2.75372326192184,0.652443103601939,11.4263441129324,4.20735770315475,9.86313067946839,5.91465739672655,5.03213472510885,9.09027036617227,3.46012762397349,-0.404636725268862,2.4556125424814,4.70298646225566,6.92412783982588,5.26158405001607,2.24145160707963,4.02787079642374,2.83986837017065,3.71809788953822,9.23400648529557,3.97046585354801,11.43356925278,9.24085442781564,2.75974790174691,5.61129409036282,-2.05856084351656,7.99435023726269,7.89191053647146,0.895925029225617,1.33989632118458,2.89275980006365,5.35698514770014,5.11674905605809,9.17509024662976,7.68998393494897,6.89258311341295,4.73747318196094,1.99048232220844,5.14504781213796,3.63632873033936,6.51795575557505,1.27175948397048,10.8826887401608,8.84272707233081,8.50030338339754,4.17191418835692,7.16603465844708,10.8831414006576,2.50308811310003,4.5860324731482,4.06774378108653,7.69942737105103,0.650827798902198,5.33569381856312,7.41953727867111,4.73941251132595,14.299641957063,3.87171712664615,3.00365654936242,6.57707184280535,6.46804106313032,11.0899386827103,3.8057301070529,6.62361964094721,7.39857796440512,2.93523167885647,2.89489056602732,6.54326340027559,9.85658823837326,6.00318786741434,9.3866604207021,4.03926666598126,-4.29895780581547,5.6046295792296,5.96471550846996,4.84872804674904,7.15168401381936,3.6886275558111,-2.09388845412267,3.25055036081875,10.288479287849,6.55590081647074,3.1724038141106,5.95150555415214,5.02087677389347
"7",5.62670151764098,4.43750206697068,5.01735169890768,8.3769656101566,5.11049404136637,3.65083708769365,2.70887405457363,7.78947079889228,1.67331866683598,1.29743643064575,5.05669635763235,6.26709066158276,3.64866372575,6.19657706556893,3.35603659707443,8.8317641662287,1.64888630426724,1.86099260988894,2.39757483960143,5.26787671387751,5.05813767615466,3.74338739246922,8.03968010003048,6.70204172552686,3.26808021494138,11.1184069946723,7.04310448973705,7.25571809660154,3.78653886010602,3.21375329542157,6.05140023156704,4.90611750026335,2.92059421475358,5.11459914457508,6.96610060424843,8.02749882204182,9.55269440931033,10.064420951727,3.14520606056506,5.33594760889228,3.81679242215593,8.92685792781435,-1.4172705860278,10.0401108634401,1.82447962485756,4.42551525781237,-1.05753799933856,2.74315577233745,5.15029925353963,3.51880502269284,7.40879032762579,7.53015571445276,8.5795536017355,4.28033138260023,6.7445310227378,2.95154807134399,7.8340873417839,5.82181344051411,2.03616719470979,3.71520408372699,0.270477118593829,4.62808643259504,-0.220094841097904,9.4941765764463,9.17879344733748,6.71864039021755,4.82610789783292,4.23858327335024,10.5566064125147,2.28400565589568,6.83844356925643,2.16121305509963,10.9788916104624,0.857629313737508,7.67687708198201,4.93787445746416,0.109850135235734,4.04781122575147,-1.01628061039578,5.42475813623753,6.96992393948912,5.19794194307972,8.35613674286772,7.13321907267479,1.78801584934254,9.55023427332031,5.82098478282852,3.80777666892445,5.15378756845232,3.27094040309264,3.37659301320993,0.201678870333414,2.55834276165694,1.5132337805756,4.14344460902403,3.79299238767301,10.3093466596151,4.73287944050068,6.5955552399382,3.99093473296239,3.28306503682006
"8",3.0313818046937,3.47551012685233,2.3351333904665,6.63873251678055,9.91148479760819,1.09858885739098,1.53432438888498,5.63397929182024,-1.45605134467833,5.51530811888168,4.67159873702764,4.10390105189109,6.30587463987047,10.223426057308,2.64566482496249,9.33679606935785,6.7918905183517,3.97704759295992,7.16911715066299,9.56337567342176,4.13526024830569,4.55506670847815,4.96969861254344,8.82625845528377,4.78804253266434,11.24532489671,6.95432297475932,7.6762581490471,2.6372580347789,4.0299160405023,2.77563158429055,-1.68087136279769,7.49266915606434,1.52904406013014,2.39063818155521,2.39823550998908,4.65246035899009,3.54971234906463,1.66331009674924,11.0057628423909,4.43124952245758,5.66019268591363,4.34779213331687,0.501520796766282,5.87083126605174,5.15766917982063,1.29500722136707,0.965573741209214,9.25608722183257,-2.4566693892727,6.83465298270686,3.85059568729448,6.93632576914038,10.7434749774859,3.13847208681674,3.43825726010228,9.97635159825572,3.42733651673594,8.74197840802543,3.96919450905342,6.45663316627659,7.72426858221182,9.2459103314795,6.72616963078339,3.49410062573179,6.45682243423846,3.36849861056638,5.90381555962785,9.16441648848773,5.50643297190663,5.14736396454372,1.21484689652677,6.19955306020004,4.51605134937289,7.274407415838,9.82524891067079,8.7160025463059,3.58318924380795,2.92855184025787,6.12532775768742,6.35085628777976,5.11043423034362,0.561853902907833,8.34153978479712,4.89407815478587,8.36346151351443,3.83098009925274,0.158416138082346,7.82662964491509,8.53577967312539,11.4848339945627,6.31958435981498,5.12807502399145,0.190364528908218,4.71678198255025,4.30055739200474,0.791464695458296,5.07336108424232,4.08281826465509,5.48522829616403,4.92584984340125
"9",4.21383629766126,8.51363637216994,6.98209886290315,10.3985888826266,-1.71736121353467,7.81060804828527,2.33237198319683,7.08633567691308,0.959272879625909,4.57221073892931,2.79940356708935,5.11202734955533,2.92251473490133,0.814468638199543,4.32869054095657,0.973319246872056,3.75163782198186,4.28297442984554,7.5692287116428,7.08633444938296,8.74755788740864,7.52086041555165,11.5351988483164,8.75407485700624,4.25845871498919,4.03344190222708,7.73415554736743,1.17361099799645,6.64406048643274,4.41636674496783,8.72174045482858,3.47447276468235,8.85685744433285,14.95473001305,8.85653499216392,3.30758455407228,2.35384531749374,4.79536145661075,1.48480258553964,3.69927183225669,3.62372663046485,0.457151623201923,2.5300132690856,3.67290883062385,7.91428611479733,2.82329628072928,-0.270116145339976,10.9111376684469,9.12288456645149,6.05382174574545,4.00603543236413,5.35270662151559,-1.37245172475142,2.27793002570957,5.13993625208596,5.5745979469163,4.36383686832868,3.57399581556733,1.68420580577389,0.990901616929466,7.24745698209079,4.32222413316103,7.97061397413647,1.46451045786203,5.11110205497823,4.06956080645054,7.04597340840957,6.89584526934056,3.5972177333351,1.88528240957695,5.78179075481229,9.46988800299064,1.31903065583238,3.38065670521098,7.05148343733155,3.13108316640542,7.31203264562296,4.54336279392373,9.5744523792654,11.7186620126492,4.78274986418632,2.67443168362795,6.80507545270068,7.28486523599611,7.66789150258438,4.8643161196896,5.76770272091032,8.71784177381268,7.69944482229128,4.43872480450813,7.15004021556978,7.19391271959281,5.45755811174129,5.6836880213587,4.41175494850478,2.43799832759776,1.74740595235376,6.15575700879804,5.41436364373797,3.84034704854664,2.40666766259605
"10",8.34907133607068,4.45353743911935,0.238943071131517,7.11212537077139,7.65305257948006,8.70120786524149,3.00642665701516,5.25463561853305,4.96873023548298,3.22090878614393,5.73397493661839,8.12672263159047,7.40648500713359,5.07553766917726,4.11967573967511,4.73268504625999,7.77315079970342,2.55564385899976,0.803501910804385,10.4886809495551,4.51235913316024,11.2113973864245,7.66028630179625,3.36245940666926,7.92214071208547,4.48559347190776,2.76363985968546,6.94011460057398,6.81546077372262,4.719486624206,5.57237159361724,6.03419489736931,3.0857757089236,3.68593887213307,1.83019546010265,2.21086701199788,6.71402044368738,4.51184547299283,6.71493606285619,2.33656651983228,0.976392222769497,3.69004575333191,2.82178285640366,8.36711731428546,3.70366588105771,5.41705622304881,3.38677881487623,5.7027247825453,9.40050826240102,4.94504399150547,-1.50484621606347,4.46605350591346,9.74149567367175,6.84472031554041,4.15542405959307,1.38088770287807,8.024817047947,5.53501336406791,1.06511308689522,6.115623671978,4.94736808950342,0.487057375548394,12.3466173125298,5.05559138385203,6.30140981014326,4.94227828901741,6.81533193783264,6.15789651783406,3.31357753861208,3.75765423969876,7.33351334157657,1.63278292629164,6.62095210487355,1.09526775165504,6.29858033774763,3.51264357780982,4.03333378303229,1.19589376721226,5.01778212028994,-4.6686329355829,1.54806104396609,1.2492383967931,3.93927996607199,2.95840294117253,1.92034734280781,7.08587177946596,-0.626342683685047,7.58433401637573,-1.1467822323423,3.67512919812493,2.42785496964897,3.16609147987531,0.0773204388400544,8.91452302402255,5.45091846669604,7.01295641316457,7.16068357992025,2.93518480913369,6.3591167441031,4.36680337119966,3.93627198027413
